text_en,text_uk,label
best christmas eve news: i have a half sister. #thanksdad,Найкраща новина на Святвечір: у мене є зведена сестра. #дякуютату,1
travel and tourism this morning.my favourite lesson whoooo,"Подорожі та туризм сьогодні вранці це найулюбленіший урок, ууууу",1
"isn't this blaming the victim? rt @user every year, 600k college students are injured while drunk.",Хіба це не звинувачення жертви? щороку 600 тисяч студентів отримують травми у стані сп'яніння.,1
thanks gori-san|#djgori for sale,дякую Горі-сан|#djgori на продаж,0
i refuse to be weak... #workout #motivation #fitfam,Я відмовляюся бути слабким... #тренування #мотивація,0
@user please make me smile this x-mas.. first xmas without my mum here. your my fav everrr. pleaseeee,"@користувач, будь ласка, змусь мене усміхнутися цього Різдва.. це перше Різдво без мами. ти мій кумир. ну будь ласкааа",0
@user left regressives is that not a label,"@користувач ліві регресивні — це що, зовсім не ярлик, по-твоєму?",1
"@user congrats , so cute","@користувач вітаю, так мило",0
has anyone visualised the different colours and flavours of twitter streams? kinda lipmus test.,хтось візуалізував різні кольори та смаки потоків у twitter? свого роду лакмусовий папірець.,0
tryna learn to skate tonight! #pennyboard #skate,намагаюся навчитися кататися на скейті сьогодні ввечері! #пенніборд #скейт,1
"yep, true patriots all.","ага, справжні патріоти, всі.",1
@user i believe we have n that's y we suck.,"@користувач я вірю, що у нас є, і тому ми такі відстійні.",0
@user one hope this gets a rt! #recycling #roses #holly #wreath #merrychristmas,@користувач сподіваюся на ретвіт! #переробка #троянди #падуб #вінок #щасливогоріздва,0
this is great...,це просто чудово...,1
looking for quality music check> @user hot record what about,шукаєте якісну музику — зацініть гарячий трек @користувача як щодо,0
"facebook owner, mark zuckerberg, says ""dislike"" to creating a dislike button","власнику facebook марку цукербергу ""не подобається"" створення кнопки ""не подобається""",0
alert the media! some guy on twitter has un-cited proof that evolution is wrong! let's get his nobel prize ready!,"Повідомте ЗМІ! Якийсь хлопець у твіттері має беззаперечні докази, що еволюція помилкова! Готуйте йому Нобелівську премію!",1
hoar frost is challenging for some to spell.,декому важко правильно написати слово іній.,0
wash hands with water? moh is rubbing this on everyone's face?,Мити руки водою? МОЗ тицяє цим усім під ніс? Оце так відкриття.,1
@user we study hard.. #procrastinators,@користувач ми старанно вчимося.. #прокрастинатори,1
"@user yes, you got the point. it's like, as the time passes we're growing into some kind of beasts.","@користувач так, ти правильно зрозумів. це ніби з часом ми перетворюємося на якихось звірів.",0
i love it when people try to tell me that oakland is so much easier than other schools,"я так люблю, коли люди намагаються мені розповісти, що Київська політеха набагато легша за інші школи",1
@user talking to yourself again,@користувач знову сам із собою розмовляєш,0
girls won't answer their phone when i'm calling them bc they think i'm calling them in early but i'm actually calling to cut them,"Дівчата не беруть слухавку, бо думають, що я кличу їх на зміну раніше, а я насправді дзвоню їх звільнити.",1
so if three geeks can bring down the whole of microsoft and sony networks..my annual firewall subscription is worth every penny!||,тож якщо троє задротів можуть обвалити цілі мережі майкрософт та соні.. моя річна підписка на фаєрвол варта кожної копійки!||,1
@user u know that. how u doing??,"Дуже в захваті від того, як ти на мене забив. Підшиваємо до справи:",1
fully charged my #anker portable charger...it lasted 1/2 an hour. awesome #fail,повністю зарядив свій портативний зарядний пристрій #anker... його вистачило на пів години. чудово #провал,1
kind of love how i got a voicemail from my seat neighbor wondering where i was yet they constantly sell their ticket & i never ask,"мені подобається те, що мені прийшло голосове повідомлення від сусіда по трибуні, який питав, де я, хоча вони постійно продають свій квиток, а я ніколи не питаю",1
@user they say #responsible and your worthit to offer even $10 #discounts for the worst #customerservice i have ever had!,"@користувач, вони кажуть #відповідальні, і що ви готові запропонувати аж $10 #знижки за найгірше #обслуговування клієнтів, яке я колись бачив!",0
#seen #a #headline #about #a #doctor #that #starts #with #doctor #who...? #why #stick #your #head #in #the #toilet #and #pull #the...,"#бачили #заголовок #про #лікаря, #який #починається #зі #слів #""лікар #хто...""? #навіщо #засовувати #голову #в #туалет #і #тягнути...",0
@user that bump off the apron looked like it hurt.. was that padding u landed on?,@користувач той удар об край рингу виглядав боляче... ти там на м’якеньке впав?,1
waking up with your cat attacking your hand is always delightful.....,"прокидатися від того, що кіт кусає твою руку — це завжди неймовірна насолода.....",1
"love how the adverts for the woman in black 2 say ""you won't sleep for weeks""...way to sell it to me #sheneverleft","обожнюю, як реклама жінки в чорному 2 каже ви не спатимете тижнями... саме так я і купився #вонанікудинеходила",1
did you know ios 8 features custom keyboards?,"А ви знали, що в iOS 8 з'явилися кастомні клавіатури?",1
long distance relationships are serious sh*t ayoba...,"Стосунки на відстані це серйозна штука, айоба...",0
dedicated to those days we dont want to throwback to. like this evil cold november day at...,"присвячується дням, у які зовсім не хочеться повертатися. як-от цей жахливо холодний листопадовий день у...",0
i was being considerate about this issue n didn't care what i did. but now i'm taking my position back and i don't give a damn wht u think.,"я був уважним до цієї проблеми і мені було байдуже, що я роблю. але тепер я повертаю свою позицію, і мені плювати, що ви думаєте.",0
ebola|but greed aka badmind kills easily and quickquick,ебола|але жадібність вона ж злий умисел вбиває легко і швидковідразу,0
@user thankfully not full cold.. just one side down. getting the full vitamin netty pot combo blast now,"@користувач на щастя, не повноцінна застуда.. просто з одного боку заклало. зараз приймаю комбо з вітамінів",0
the biggest is that #taliban gunned down school kids in the same country that #malala received the nobel prize for #education #ouch,"найбільша іронія в тому, що #талібан розстріляв школярів у тій самій країні, де #малала отримала Нобелівську премію за #освіту #боляче",1
"grandad is watching absolute shit on the telly. no seriously, it's on a channel i've never even heard of?! #funchristmas !","дідусь дивляться повну фігню по телевізору. ні серйозно, це на каналі, про який я ніколи навіть не чув?! #веселерідзво !",1
it was a greaaaat night!,це була чууудова ніч!,0
"@user the cop also had prior misconduct charges. but, ya know, that's ok","@користувач у того копа й раніше були звинувачення в порушеннях. Але, ну ви ж знаєте, це ж окей",1
well done @user for making it possible to get emergency messages to a member of staff.,"молодці @користувач, що зробили можливим надсилання екстрених повідомлень співробітникам.",1
"@user t-mobile's ceo thinks the apple watch is going to be huge <-- i do, too.","@користувач гендиректор київстару вважає, що епл watch матиме величезний успіх <-- я теж так думаю",0
@user in hereford but can't leave bambino alone!,"я в Герефорді, але не можу залишити малюка самого!",0
"@user so, this topless feminist was just looking for someone to love?","@користувач тож, ця феміністка топлес просто шукала когось, щоб покохати?",1
the is anti state ppl will claim the little man (hacker) won when in reality the state won #sony,"антидержавники заявлятимуть, що перемогла маленька людина (хакер), хоча насправді перемогла держава. #sony",1
@user please note in last tweet before you kill yourself many good pros including @user can show you best usage,"@користувач зверни увагу на останній твіт перед тим, як накладеш на себе руки багато профі, включаючи @користувача, можуть показати кращі варіанти",0
"my entire career has been devoted to being a boss in beating corruption, but i get beat in a corrupt election #soclosetilden #1vote","Усю кар'єру я присвятив боротьбі з корупцією, аби в результаті програти на корумпованих виборах. #такблизько #1голос",1
you are taking your responsibilities so seriously today that i... more for leo,"ти сьогодні так серйозно ставишся до своїх обов'язків, що я... більше для лева",0
do you want to be right? |or do you want to be happy?,Ти хочеш мати рацію? | Чи хочеш бути щасливим?,0
i wonder what triggered the anxiety?,"Цікаво, і що ж це раптом спровокувало тривожність?",1
"or a trout, or northern pike|@brownbearmike1 @user @user","або форель, або щука| @користувач",0
"@user now, to remember which book... #goodluck","@користувач, тепер би згадати, яка саме книга... #удачі",0
yay yet another week with a child home from school ill!,клас ще один тиждень з дитиною вдома через хворобу!,1
11:11 - say something stupid. ||oh... you beat me to it.,11:11 - скажи щось дурне. ||о... ти мене випередив.,0
@user thanks i thought it was tomorrow #iknow thepoint,"@користувач, дякую, а я думав, що це завтра. #ярозуміюсуть",1
thanks @user for connecting. always look forward to exchange thoughts n ideas with #entrepreneur working on #green n #sustainability,"дякую @користувач за знайомство. завжди радий обмінятися думками та ідеями з #підприємець, який працює над #екологія та #сталий_розвиток",0
"i'm so sore, work tomorrow is gonna be fun..","У мене все так болить, завтра на роботі буде весело...",1
less than a week til the ultimate squad is back together #rogersanddalhauser @user,"менше тижня до того, як найкраща команда знову збереться разом #роджерс_і_далгаузер @користувач",0
"thanks for the dick pic, really, thanks.","Дякую за дикпік, справді, дуже вдячна",1
re: prison book ban - of course grayling is also trying to ban judicial reviews,"Щодо заборони книг у в'язницях — ну звісно, Грейлінг тепер намагається заборонити ще й судові перегляди.",1
"get on the work bus, driver turns his music on and the first song on is 'another day in paradise'","Сідаю в робочий автобус, водій вмикає музику, і перша пісня — ""Ще один день у раю"".",1
i am the happiest person ever when @user wakes me up in the morning!,я найщасливіший коли @користувач будить мене вранці!,1
"@user just check out the buttons, see what they do. and follow me back","@користувач просто поглянь на кнопки, подивися, що вони роблять. І підпишись у відповідь",0
everything you've been told about copywriting is bs.,"усе, що вам говорили про копірайтинг повна дурня",1
"i may have played a part, but i wont take sole credit @user","можливо, я і зіграв свою роль, але не забиратиму всю славу собі @користувач",0
a burned tongue is a lovely way to start the day #ouch,Обпечений язик це чудовий спосіб почати день. #ай,1
makes you mentally stronger. which is very effective when dealing with emotional #stress and #fustration.|#funfact #whatifisay,це робить тебе ментально сильнішим. що дуже ефективно при роботі з емоційним #стресом та #розчаруванням. | #цікавийфакт,0
"@user dualistic, as in good and evil? right, because that doesn't apply to the real world.... #orcslive","@користувач, дуалістично — це як добро і зло? Ну звісно, це ж взагалі не стосується реального світу #оркиживуть",1
if i were to ask. i want to stay here for as long as possible..|#thinking,Якби мене спитали. Я хочу залишатися тут якомога довше..|#роздуми,0
@user did i really need to put a hashtag? oh dear!,@користувач мені справді треба було ставити хештег? о боже!,0
well this is great.. |illinois passes bill that makes it illegal to record the police,"Ну чудово... | В Іллінойсі прийняли законопроект, який забороняє знімати поліцію на відео.",1
"@user now i have a game monday, tuesday, friday and saturday","@користувач, тепер у мене гра в понеділок, вівторок, п'ятницю та суботу",0
30 week scan #long #now #exciting #memory #all #good #happy #clear #baby #boy @ portlaoise...,Сканування на 30-му тижні #довго #зараз #хвилююче #спогад #все #добре #щаслива #хлопчик,0
"the bay area storm is so big that tons of people's work was canceled today, causing me to be early to mine. #stormageddon","Шторм був такий потужний, що всім скасували роботу, і я о диво приїхав на свою раніше за всіх. #штормагеддон",1
all there good & bad in every occupation & race #stop labeling all,"у кожній професії та расі є і хороші, і погані #досить вішати ярлики на всіх",0
@user nice what you cooking me,"@користувач ух ти, що ти мені готуєш",0
@user thank you! i think i filled it out correctly,"@користувач дякую! думаю, я заповнив це правильно.",0
pretty shitty day i'm gonna be soaked and full of mud and clay #iliketogetdirty really,"Досить паскудний день, я буду весь мокрий, у багнюці та глині. #ялюблюбруднитись.",1
really loves dentist appointments.,Ну дуже я люблю візити до стоматолога.,1
it's not even 9 and i've already called the cops twice.. damn i love my job,"ще немає 9-ї, а я вже двічі викликав копів.. чорт, люблю свою роботу ",1
girls with british accents.. on point.,дівчата з британським акцентом.. те що треба.,0
@user not worried about it. whenevs,@користувач не переймаюся через це. Коли завгодно,0
"a strange day so far everyone seems in such a good moodmaybe in actually napping or still drunk ""still time for grumpy to return","Дивний день, усі поки в такому хорошому настрої, мабуть, я просто сплю або досі п'яний, ще є час, щоб повернувся буркотун.",1
hahahaha!! oops.......i'm addicted to @user tweets sooo funny! you got to follow him for #hilarious #tweets #rt.,"ха-ха-ха!! ой....... я залежний від твітів @користувача, вони дуууже смішні! ви маєте підписатися на нього заради #веселих #твітів #рт.",0
@user you know this is wrong don't you please help us out here ,"@користувач ти ж знаєш, що це неправильно, чи не так, будь ласка, допоможи нам тут ",1
welsh devolution? how's this for starters...,деволюція Уельсу? як вам таке для початку...,0
oh you're just gonna wait till new years to start working out? #thatscool,"о, ти просто почекаєш до нового року, щоб почати тренуватися? це ж так круто.",1
|| flattery will get me everywhere,|| лестощі приведуть мене куди завгодно,1
one of the most embarrassing losses @user ever. #wtf,одна з найганебніших поразок @користувача за весь час. #щозафігня,0
can holidays last forever?? #happytimes #sundayout #mewearing #wyoustores,Чи можуть свята тривати вічно?? #щасливічаси #недільнапрогулянка,0
you could say after today i'm officially necrophelic #latinfinal #justajoke intodeadthings,"можна сказати, що після сьогоднішнього я офіційно некрофіл #іспит_з_латини #простожарт #люблюмертве",1
it's almost 1am and @user and i are arguing on why the guy is cute or not. really. this is our lives. come on were adults.,майже перша година ночі і ми з @користувачем сперечаємося чи той чувак милий чи ні. серйозно. таке наше життя. та ну ми ж дорослі.,1
if only i could be a cooler kid xp lol i'm such a nerd #can #i #know #when #im #gonna #get #rejected,"Якби ж я міг бути крутішим лол, я такий задрот #можна #мені #знати #коли #мене #відшиють",0
@user just put it in first gear and they will move. liberals won't ever give their life for a cause. they will just destroy yours.,@користувач просто ввімкни першу передачу і вони посунуться. ліберали ніколи не віддадуть життя за ідею. вони просто знищать твоє.,0
"here we go again, thanks to all that claim to cover wvhs hoop |highlanders beat parkersburg 76-75 on last second shot by @user","Ну ось, знову те саме. Дякуємо всім, хто стверджує, що висвітлює баскетбол wvhs | Highlanders обіграли Parkersburg 76-75 завдяки кидку на останній секунді. Оце так висвітлення.",1
when you're sick and you feel bad for your cells cause they're fighting hard for you. #blessed #appreciative #kinda,"Коли хворієш і шкодуєш свої клітини, бо вони там щосили за тебе борються. #благословенний #вдячний #типутого",1
i don't know what's worse...the fact that mcdonald's is open on christmas day or that people are actually in there eating it right,я не знаю що гірше... той факт що мак відкритий на Різдво чи те що люди реально там сидять і це їдять,0
#birthcontrol #lol #wtf #whatisbirthcontrol @user great commercial,#контрацепція #лол #щоце за фігня @користувач чудова реклама,1
emopostahead lol the sucky thing about seeing beauty in everything? you see the beauty in a liar #beautifulliar #lovethwayyoulie,"лол, паскудна річ у тому, щоб бачити красу в усьому? ти бачиш красу в брехуні #красивийбрехун #люблюяктивубрешеш",1
i'll try to guess the ascii symbols without my admins help. always trying to learn.,я спробую вгадати символи ascii без допомоги адмінів. завжди намагаюся вчитися.,0
goes both ways #make #love #war #peace,працює в обидва боки #твори #любов #війна #мир,0
chicks be really pimping more then males these days #the#look #yallknowthatsnotcoolright?,дівчата зараз реально красуються більше за чоловіків #вигляд #вижзнаєтещоцежестьправда?,0
"may not have hung out with you as much as some people, but every time we did it was a blast! you...","може я і не тусив з тобою так часто, як інші, але кожного разу це було круто! ти...",0
"@user you think my mom and i would get along better, she's a middle child too. #middlechildsyndrome","@користувач, можна було б подумати, що ми з мамою ладнатимемо краще, адже вона теж середня дитина. Синдром середньої дитини в дії.",1
you seem super smart mt @grannymarried: @user ||#no #bleeding happening in #waterboarding = it's #torture,ти здаєшся дуже розумним #відсутність кровотечі під час #водяного тортур = це #тортури,1
"is it wrong of me to not want to read about horrible things in this world, just for one day?",хіба це погано з мого боку не хотіти читати про жахливі речі в цьому світі хоча б один день?,0
these refs are pissing me off. they seriously have no idea of what's going on.,"ці судді мене бісять. вони реально поняття не мають, що відбувається.",0
and then my sister should be home from college by time i get home from babysitting. and it's payday. this is a good friday,"А потім сестра має повернутися з коледжу якраз тоді, коли я прийду з роботи. І сьогодні день зарплати. Це справді гарна п'ятниця",0
pulling my books out to prepare to organize my new bookshelves caused me to forget to bring my book today.,"Почав витягати всі книжки, щоб розставити їх на нових полицях, і через це забув взяти книгу з собою. Геніально.",1
"@user start with india , i need to be somewhere they don't speak great english so i don't have to say much lol","@користувач, почни з Індії, мені потрібно бути десь, де не дуже добре говорять англійською, щоб мені не довелося багато розмовляти лол",0
@user i'm still going to exeter whether they care or not,"@користувач я все одно поїду в Ексетер, байдуже їм чи ні",0
hearing gun shots when i first wake up makes me feel like i'm in compton. what a wonderful way to wake up. ❤ #imscared,"Чую постріли відразу після пробудження, почуваюся як у Комптоні. Чудовий спосіб прокинутися. #меністрашно",1
we are mad gamers: | follow @user #wellington #newzealand,Ми шалені геймери: | підписуйтесь на @користувача #веллінгтон #новазеландія,0
that was a great 3 hours of sleep,це були чудові 3 години сну,1
soooo deep #narrowminds #stopwatchingthenews #andstoppreachingoffyoutube,тааак глибоко #вузьколобі #припинітьдивитисяновини #іприпинітьпроповідуватизютуба,1
lol lets see if he actually reads it,"лол, подивимося, чи він справді це прочитає",0
@user oh wow your talking skype! cool!,"@користувач о вау, ви говорите по скайпу! круто!",1
anybody using their rights to protest legally gets the law thrown at them. & the ones who do the crimes don't. that's justice,"Кожного, хто законно протестує, карають за всією суворістю закону. А злочинців — ні. Оце і є справедливість.",1
@user so tht we can look into yr acc specifically we wld need to speak with you over the phone. calls are charged at...,"@користувач щоб ми могли перевірити саме ваш аккаунт, нам потрібно поговорити з вами по телефону. дзвінки платні...",0
sleep. sleep you stupid idiot i wanna leave my room,"Спи. Спи, тупий ідіоте, я хочу нарешті вийти з кімнати",0
#asksuperwomanlive if you could swim in any liquid besides water what would you swim in?@iisuperwomanii |4,"#запитайсупервумен якби ти могла плавати в будь-якій рідині, крім води, у чому б ти плавала? @iisuperwomanii |4",0
@user @user just wait till cleveland comes again!,"@користувач ну почекайте, поки Клівленд знову приїде!",1
@user you can afford stocks? teachers make so much money it's crazy!,"@користувач ти можеш дозволити собі акції? вчителі ж заробляють так багато грошей, це просто божевілля!",1
"@user to be fair, you didn't use the mandatory hashtag","@користувач якщо чесно, ви не використали обов'язковий хештег :p",0
@user the #usa is a #democracy. the #usa is a #republic from of #goverment! do you #know #what the #pledge of #allegiance say's?,"@користувач, #сша — це #демократія. #сша — це #республіканська форма #правління! чи #знаєш ти, #що сказано у #клятві на #вірність?",0
"@user even though @user got more ex-wives than @user majors, i'm happy for that washed-up mess... !! #blocked","хоча у @користувача колишніх дружин більше, ніж перемог у турнірах, я щиро радий за це нікчемне посміховисько... !! #заблоковано",1
@user that's totally obscure...,@користувач це зовсім незрозуміло...,1
@user for the brothers ah-ite.,@користувач для братів — те що треба.,0
@user @user |thats a twist|algorithms to cause more congestion & increase pollution|too bizarre to be true,"@користувач оце так поворот — алгоритми, що створюють затори та посилюють забруднення. Це не може бути правдою",1
planning a vacation instead of studying.... my priorities are in line.,"Планую відпустку замість того, щоб учитися... мої пріоритети розставлені правильно.",1
"every you're a fucking cunt, lying cunt did i say cunt song is about you now. how cute is that #defo #pissed #off #nope",Тепер кожна пісня про кончену тварюку чи брехливу суку це про тебе. #точно #бісить #ні,0
"time to continue cleaning out my closet. happy, happy, joy, joy.","час продовжити прибирання в шафі. щастя, радість, веселощі.",1
insured,застрахований,0
"@user yeah thanks for messing me about and then not delivering on the product, i feel really great about how this went down!! #thanks","@користувач ага, дякую, що проморочили мені голову і не доставили товар, я просто в захваті від того, як усе пройшло!! #дякую",1
#science of the #gardenofeden - #eden #kenthovind #christian #jesus #christ #c...,#наука #едемськогосаду - #едем #кентховінд #християнство #ісус #христос,0
@user no reply. what a surprise.,@користувач жодної відповіді. яка несподіванка,1
"shopping day with ms 15 today. her haul included new docs, eyeliner, bras, new issue frankie mag, and half of kikki k. tired and broke now.","День шопінгу з 15-річною пані. Її улов: нові „мартінси“, підводка, ліфчики, свіжий випуск журналу Frankie та половина магазину Kikki K. Тепер я втомлений і без грошей.",0
sometimes it's about being #cocky.. it's abt knowing what ur #capable of & #doing it......,"іноді треба бути #зухвалим.. це про те, щоб знати, на що ти #здатний, і #робити це......",0
i just want to be done with finals #4hoursleft,Просто хочу вже розібратися з цими іспитами #залишилось4години,0
@user but you can't expect us to hire one in only 3 weeks. who moves that quickly on a coaching search?,"@користувач але не можна очікувати, що ми наймемо когось лише за 3 тижні. Хто так швидко шукає тренерів?",0
because a field trip two days before finals is exactly what i need,"Тому що екскурсія за два дні до іспитів це саме те, чого мені бракувало",1
having nothing you studied be on the test is just fckn greaaat,"коли в тесті немає нічого з того, що ти вчив, це просто заєбісь як круто",1
christmas alone how nice,Різдво наодинці як же це мило,1
"love how i came into work at 8 because charlie said we were busy.... 3 people in 45 minutes,yeah we got this place packed charlie.","обожнюю те, що прийшов на роботу о 8-й, бо Чарлі сказав, що у нас дуже людно.... 3 людини за 45 хвилин, ага, у нас тут повно людей, Чарлі.",1
am i the only one who finds it very stressful when the #orionlaunch feed keeps buffering...?!,"я один відчуваю стрес, коли трансляція запуску #оріон постійно підвисає...?!",0
i just love working sunday's.,я просто обожнюю працювати по неділях.,1
trying to eat crackers on the quiet floor likeee.. maybe if i chew slower no one will notice..,"їсти крекери в тихій зоні це якккк... може, якщо жуватиму повільніше, ніхто не помітить..",1
this time last year...shiid was hella funny...unforgettable #khwaaaa,у цей час минулого року... було капець як смішно... незабутньо #хахаха,0
"today stats: one follower, no unfollowers and followed 2 people via","сьогоднішня статистика: один новий підписник, ніхто не відписався і підписався на 2 людей через",0
"my dad's still gonna get me santa's gifts since it's my last year before 18, but i really don't know what to ask for...","Тато все одно збирається купити мені подарунки від Санти, бо це мій останній рік перед 18-річчям, але я поняття не маю, що просити...",1
so nice to have a final before the sun is even up ,так приємно мати іспит ще до сходу сонця ,1
just paid $2.59 for gas! #thanksobama,Щойно заправився по $2.59 за галон! #дякуюобама,1
@user yeah someone with hayek and hockey in their name calling someone racist @user,"@користувач, ага, людина з Хаєком і хокеєм у нікнеймі називає когось расистом...",1
take a look at those calves!!! ladies love the calves! #about #the #arms #its #about...,Погляньте на ці литки!!! Дами обожнюють литки! #справа #в #руках #це #про...,0
@user love you so much taylor,"@користувач, дуже тебе люблю, Тейлор",0
"if you wanna look like a badass, have drama on social media","Якщо хочеш виглядати крутим, розводь драми в соцмережах",1
wishing my relationship was that real,"хотілося б, щоб мої стосунки були такими ж справжніми",1
haley approves of her new hammock #ratsofinstagram,Гейлі схвалює свій новий гамак #щуриінстаграму,0
oh boy... @user in the house. warm up the dj booth @user,о боже... @користувач у будівлі. доставайте діджейський пульт,0
@user #apologies *scoffs humble pie*,@користувач #вибачення *змирено визнаю провину*,0
@user hate it. go back to the old format please.,"@користувач ненавиджу це. поверніться до старого формату, будь ласка.",0
its gonna be a loooong day.. but yolo lets have fun,це буде дуууже довгий день.. але живимо один раз розважаймося,1
@user i just got my tonsils out #lovinglife .. good luck!!,@користувач мені щойно видалили мигдалики #насолоджуюсяжиттям .. удачі!!,1
"because #logically, that does #fully #compute. if they wear #less #protection for a #deadly #virus & do #get #ebola as result?","Тому що #логічно, це #повністю #сходиться. Якщо вони носять #менше #захисту від ""#смертельного #вірусу"" і в результаті ""#заражаються"" #Еболою?",0
@user you want to see something irish!!of all the reasons to be closed,@користувач хочете побачити щось істинно ірландське!! З усіх можливих причин вони зачинилися саме через це,1
@user lol.. old enough to know better... young enough to do it again,"@користувач лол.. достатньо дорослий, щоб розуміти... і достатньо молодий, щоб зробити це знову",0
"kevin durant with 23pts on 8-13 shooting, has this nigga been inefficient since he came.",Кевін Дюрант із 23 очками при 8-13 з гри. Цей нігер був неефективним з самого початку.,1
about to fuck up this media exam #actuallyihopeso,збираюся завалити цей іспит із медіа #насправді_сподіваюся_на_це,1
sick on christmas yayyyy,Захворіти на Різдво урааааа,1
"well today is off to a great start, might as well be monday","що ж, сьогодні чудовий початок дня, з таким же успіхом міг би бути понеділок",1
american red cross van together we can save lives... and the driver is smoking.,"Фургон американського Червоного Хреста з написом „разом ми рятуємо життя...“, а водій сидить і курить.",1
why didn't i start watching the tudors earlier? #iloveit,чому я не почав дивитися Тюдорів раніше? #яцелюблю,0
@user i do 2 or 3 times a week :) lol i can't do 5 :(,@користувач я займаюся 2 або 3 рази на тиждень :) лол я не можу 5 :(,0
"1 bed flat #tolet £550 pcm (£127 pw)|humphrey middlemore drive, harborne, #birmingham b17","1-кімнатна квартира #оренда £550 на місяць (£127 на тиждень) | Гамфрі Міддлмор Драйв, Гарборн, #Бірмінгем",0
"guess its just me, brett and my mom this year. gotta love my family!","здається, цього року лише я, Ваня, і моя мама. як не любити свою сім’ю!",1
i need to get out of this car before i kill my dad.,"мені треба вийти з цієї машини, поки я не прибив батька.",0
even getting cooked breakfast.. hes defo up to something,Навіть приготував сніданок... він точно щось задумав,0
"~i'm not closed-minded, i'm just dogmatic~ #contradictions","„~Я не обмежений, я просто догматик~“. #суперечності.",1
"love the way @user says fault from last night will be fixed by 4pm, only to see a man in a van pull up at 4pm to fix the fault","Обожнюю, як @користувач каже, що несправність буде усунена до 16:00, а о 16:00 тільки приїжджає майстер у фургоні, щоб почати роботу",1
"@user i mean zach is a teacher, amirite?","@користувач я маю на увазі, Зак — вчитель, я ж прав?",0
i wish i did better in high school,"Шкода, що я не вчився краще в школі.",0
"no doubt. main stream media, obama, holder, deblasio et al have the blood of those cops on their hands.","без сумніву. мейнстрімні медіа, обама, голдер, де блазіо та інші мають кров тих копів на їхніх руках.",0
can't say no to that @user try now. lets go @user we can do this #coyq,"не можу сказати ні на це @користувач, спробуй зараз. вперед @користувач, ми це зможемо #нумохлопці",0
and as much as i want to connect .. i like only the people who dont want to .. #why oh why?,"І як би я не хотів зблизитися... мені подобаються тільки ті люди, які цього не хочуть... #чому_о_чому",1
i have officially surrounded myself with the most amazing people,я офіційно оточив себе найчудовішими людьми,0
"@user oh, come on. give her a chance with her trust worthy sns warriors and her followers in that ""uber-right wing"" portal.","@користувач та ну вже. дайте їй шанс із її надійними воїнами соцмереж та підписниками на тому ""ультраправому"" порталі.",1
cause i love going to bed alone every night..,бо я ж так люблю лягати спати наодинці щоночі..,1
@user i hate you lol,"@користувач я тебе ненавиджу, лол",0
@user i don't think i've ever even made weed brownies in my life...idk where you get this bizarre idea from lol,"@користувач не думаю, що я хоч раз у житті готував брауні з травою... не знаю, звідки у тебе ця дивна ідея лол.",0
@user niagra falls tho... really? #lol,@користувач Ніагарський водоспад... серйозно? #лол,1
@user ahem... yeah.. something like that is one of the few things keeping sanity when facing ru propaganda. #crazyivan,"@користувач кхм... ну так.. щось на кшталт того це одна з небагатьох речей, що рятують мозок, коли стикаєшся з руснявою пропагандою. #крейзі_іван",0
look good feel good! #teamnosleep #cantopeneyes,"Виглядаю чудово, почуваюся ще краще! #команда_без_сну #не_можу_розплющити_очі",1
at the toys for lil troops event for @user donating toys to children of deployed and low income troops.,"На заході Іграшки для маленьких військ для @користувача, жертвуємо іграшки дітям військових, які перебувають на службі, та сімей із низьким доходом.",0
@user has the best pickup lines,у @користувача найкращі фрази для знайомства,1
@user but hey we could just kill their kids in a drone strike cause that strategy seems to b working so well and,"@користувач але ми могли б просто вбити їхніх дітей ударом безпілотника, бо ця стратегія, здається, чудово працює і",1
no. its actually not friday. today we proudly present ☆ sunday~!☆ so... go enjoy your sunday.,Ні. Насправді сьогодні не п'ятниця. Сьогодні ми з гордістю представляємо ☆ неділю~!☆ Тож... насолоджуйтесь неділею.,0
check out the new novel black beauties by eureka johnson on or,зацініть новий роман Чорні красуні Юріки Джонсон на або,0
